timestamp, ax(m/s^2), ay(m/s^2), omega_z(rad/s)
1703098100937211392,-2.686542,11.763701,0.596137
1703098100945413376,-2.644541,11.844271,0.597294
1703098100953886720,-2.725086,11.763652,0.596512
1703098100970593536,-2.661597,11.781293,0.594349
1703098100978691840,-2.570858,11.706625,0.594599
1703098100987255296,-2.534451,11.763914,0.594593
1703098101003797760,-2.549876,11.673236,0.589069
1703098101012021504,-2.529408,11.701964,0.586018
1703098101020517376,-2.498302,11.655382,0.583543
1703098101028680192,-2.479960,11.629802,0.581144
1703098101037120768,-2.449083,11.611214,0.576688
1703098101045401856,-2.442135,11.586235,0.574450
1703098101053735168,-2.380270,11.531501,0.568481
1703098101062179328,-2.383670,11.544140,0.566175
1703098101070479872,-2.349909,11.490327,0.563615
1703098101078833152,-2.306353,11.441022,0.558347
1703098101087087360,-2.292180,11.374324,0.554474
1703098101095479808,-2.216389,11.324050,0.549407
1703098101103734784,-2.217920,11.323886,0.546423
1703098101112175360,-2.156734,11.218691,0.542722
1703098101120473088,-2.058551,11.140656,0.538869
1703098101128972032,-2.037344,11.094692,0.536329
1703098101137142784,-1.958275,11.062604,0.531289
1703098101145656576,-2.036374,10.981063,0.531911
1703098101153745664,-1.960880,10.944318,0.527295
1703098101162176000,-1.912428,10.833866,0.523943
1703098101170400512,-1.910458,10.812741,0.522269
1703098101178908416,-1.864723,10.747249,0.519054
1703098101187065600,-1.787946,10.695095,0.517659
1703098101195522560,-1.753709,10.564323,0.515354
1703098101203733504,-1.753474,10.594030,0.511701
1703098101212152320,-1.659817,10.463786,0.509372
1703098101220415744,-1.623433,10.440205,0.509077
1703098101237038592,-1.550337,10.253319,0.505491
1703098101245430528,-1.499277,10.223845,0.502461
1703098101253730304,-1.489534,10.160996,0.500323
1703098101270537216,-1.395684,10.046501,0.500345
1703098101278787584,-1.376574,9.954140,0.495311
1703098101287324160,-1.365612,10.010326,0.491931
1703098101295431424,-1.294166,9.869281,0.492302
1703098101303834624,-1.301676,9.810296,0.492468
1703098101312057088,-1.247062,9.794812,0.491861
1703098101320564736,-1.186744,9.725120,0.489333
1703098101328873216,-1.169195,9.652154,0.489543
1703098101337296896,-1.112790,9.638873,0.486337
1703098101345441280,-1.048888,9.537519,0.485611
1703098101354022912,-1.018182,9.465403,0.484055
1703098101362053888,-1.013879,9.408142,0.483590
1703098101370525184,-0.982113,9.413155,0.483160
1703098101378689280,-0.914920,9.354335,0.484610
1703098101387139840,-0.953023,9.289980,0.480454
1703098101395393536,-0.836998,9.270321,0.482955
1703098101403808512,-0.725763,9.236061,0.480793
1703098101412043008,-0.590296,9.155947,0.478579
1703098101420505856,-0.519811,9.158958,0.477846
1703098101428752384,-0.512563,9.093551,0.480445
1703098101437185024,-0.500457,9.023911,0.477118
1703098101445568512,-0.429366,9.009206,0.476383
1703098101453758208,-0.468999,8.974270,0.475155
1703098101470410240,-0.475375,8.858547,0.474179
1703098101478808576,-0.499701,8.796204,0.475119
1703098101487125248,-0.466459,8.791328,0.474342
1703098101495606528,-0.484015,8.748059,0.474137
1703098101503771648,-0.409387,8.721616,0.473119
1703098101523862016,-0.463475,8.637537,0.472190
1703098101532360448,-0.306284,6.203867,0.330467
1703098101540559616,-0.628530,11.977427,0.670277
1703098101549032448,-0.454412,8.629569,0.470976
1703098101557311232,1.659315,8.521688,0.470719
1703098101565618688,1.990353,8.482741,0.469247
1703098101574017024,2.067946,8.447805,0.471445
1703098101582307840,2.146058,8.351460,0.467524
1703098101590991616,2.090427,8.355349,0.468619
1703098101598892544,2.097553,8.325732,0.465676
1703098101615580416,2.126866,8.236344,0.463873
1703098101624023808,2.125354,8.240749,0.460640
1703098101632217088,2.123745,8.229525,0.462044
1703098101640708864,2.104550,8.183783,0.458648
1703098101648912896,2.126222,8.200790,0.457994
1703098101657433088,2.122005,8.155833,0.457090
1703098101665537024,2.164873,8.169041,0.455784
1703098101674018560,2.085941,8.089482,0.454158
1703098101690701824,2.161632,8.046961,0.455324
1703098101698887680,2.132237,8.067915,0.452593
1703098101707394560,2.119929,8.003658,0.452232
1703098101715586816,2.164363,8.057520,0.455169
1703098101724005120,2.136421,7.967000,0.452304
1703098101732344576,2.136745,7.999432,0.451511
1703098101740687616,2.138858,8.003216,0.451210
1703098101749097216,2.168740,8.018806,0.449587
1703098101757268480,2.166028,7.937063,0.450885
1703098101765781248,2.168884,7.933631,0.452858
1703098101773930752,2.144646,7.905054,0.450893
1703098101782493952,2.144945,7.936594,0.451074
1703098101799099648,2.147244,7.893782,0.451154
1703098101815741696,2.145135,7.916482,0.450475
1703098101823892992,2.137146,7.883992,0.451853
1703098101832383232,2.163797,7.910876,0.451150
1703098101840603136,2.221461,7.869397,0.450363
1703098101849081856,2.148776,7.879298,0.451721
1703098101857214976,2.162087,7.833466,0.451009
1703098101873901312,2.132874,7.907798,0.452803
1703098101882317056,2.143465,7.894379,0.453501
1703098101890652928,2.183284,7.837512,0.454271
1703098101907388928,2.206038,7.893003,0.454069
1703098101924048896,2.180845,7.871858,0.452611
1703098101932308480,2.186758,7.874649,0.453608
1703098101940572672,2.196353,7.859214,0.454029
1703098101948883712,2.170418,7.879834,0.452606
1703098101957352960,2.189751,7.901437,0.455153
1703098101965589248,2.206697,7.962048,0.451698
1703098101974050048,2.137023,7.900995,0.455007
1703098101982234368,2.189408,7.904759,0.453391
1703098101990678272,2.188893,7.893260,0.453725
1703098101998905600,2.188934,7.919746,0.455049
1703098102007371776,2.196299,7.921731,0.458139
1703098102015546112,2.182570,7.932762,0.456123
1703098102023992832,2.188681,7.926450,0.454031
1703098102032248320,2.171457,7.933088,0.456781
1703098102040720640,2.221531,7.974636,0.455249
1703098102048988672,2.174735,7.947072,0.455171
1703098102057300992,2.179541,7.970732,0.455544
1703098102065756160,2.215664,7.991931,0.457812
1703098102073935104,2.144744,7.949953,0.456687
1703098102090600448,2.150483,8.052091,0.456720
1703098102099052288,2.187767,8.028481,0.458627
1703098102107260672,2.168045,8.021222,0.458055
1703098102115909120,2.188955,8.038496,0.458305
1703098102123932416,2.151551,8.063633,0.459877
1703098102132539904,2.188062,8.027106,0.458411
1703098102140591616,2.171145,8.042563,0.458956
1703098102149083136,2.174214,8.084023,0.459734
1703098102157257216,2.153353,8.076262,0.461053
1703098102165683712,2.195606,8.119012,0.459901
1703098102173917952,2.164339,8.094376,0.458980
1703098102182460416,2.194340,8.123466,0.461272
1703098102190584576,2.169204,8.138938,0.460368
1703098102199021568,2.143288,8.142980,0.461440
1703098102207243520,2.166173,8.126912,0.461205
1703098102215728896,2.158767,8.149829,0.462024
1703098102223898624,2.151998,8.142962,0.461564
1703098102232340480,2.158160,8.134865,0.461563
1703098102240610560,2.168098,8.171619,0.461835
1703098102248969728,2.186521,8.208508,0.463136
1703098102265682944,2.196673,8.184677,0.463624
1703098102274063872,2.161886,8.234086,0.462802
1703098102282305792,2.133672,8.214404,0.461177
1703098102299005696,2.145768,8.220422,0.463437
1703098102315719168,2.158759,8.237362,0.462273
1703098102324075008,2.167667,8.316393,0.463665
1703098102340760064,2.137838,8.339268,0.464210
1703098102357391104,2.142943,8.356803,0.464872
1703098102365592320,2.131418,8.339890,0.464397
1703098102374040320,2.108179,8.333447,0.465210
1703098102382255104,2.125006,8.358382,0.464806
1703098102390751488,2.177057,8.387161,0.464406
1703098102398913024,2.147461,8.403987,0.465449
1703098102407428096,2.149579,8.364293,0.466129
1703098102415613184,1.793867,8.389959,0.466433
1703098102423991040,1.446258,8.453015,0.464891
1703098102432340480,1.064060,8.525363,0.465819
1703098102440687616,0.697869,8.506727,0.465248
1703098102449121280,0.315566,8.516508,0.469127
1703098102457379840,0.122526,8.494785,0.470327
1703098102465800704,-0.047496,8.528200,0.470758
1703098102473959680,-0.183370,8.542554,0.472556
1703098102482572288,-0.307722,8.572853,0.472571
1703098102490657792,-0.339502,8.524711,0.474034
1703098102499166208,-0.418553,8.613514,0.475087
1703098102507266816,-0.428258,8.569063,0.477059
1703098102532412416,-0.461416,8.625479,0.483063
1703098102549068032,-0.441448,8.707729,0.484117
1703098102557252608,-0.416288,8.687613,0.483964
1703098102565753088,1.997306,8.672484,0.487553
1703098102582361856,2.589401,8.697689,0.488236
1703098102590716672,2.623215,8.674198,0.486704
1703098102598982400,2.574409,8.695347,0.486101
1703098102607373056,2.587019,8.708022,0.485657
1703098102615703296,2.569183,8.752926,0.483040
1703098102624112896,2.584817,8.720237,0.483620
1703098102640795392,2.591768,8.765143,0.480126
1703098102648940288,2.573350,8.748495,0.478405
1703098102657389568,2.548882,8.747133,0.477902
1703098102665693696,2.551582,8.742365,0.477844
1703098102674232064,2.543184,8.780458,0.475338
1703098102682283776,2.518457,8.773192,0.475269
1703098102690844160,2.503796,8.764198,0.470820
1703098102698962688,2.506286,8.791426,0.472601
1703098102707408640,2.510828,8.783696,0.469845
1703098102715623168,2.506761,8.790761,0.470378
1703098102724061696,2.563297,8.835958,0.471323
1703098102732278784,2.427751,8.800005,0.468516
1703098102740793344,2.521379,8.783746,0.469175
1703098102748928512,2.444955,8.810225,0.468952
1703098102757395200,2.467696,8.812201,0.470244
1703098102765605632,2.445020,8.831258,0.466620
1703098102774005504,2.489994,8.802322,0.467765
1703098102782276096,2.444499,8.888699,0.468025
1703098102790744064,2.444025,8.781029,0.468068
1703098102798993664,2.437929,8.830490,0.466927
1703098102807351552,2.458715,8.804986,0.466016
1703098102815778048,2.422310,8.851476,0.467864
1703098102824033280,2.410520,8.807230,0.465475
1703098102832391168,2.417240,8.821131,0.468248
1703098102840643072,2.438881,8.852068,0.464834
1703098102849073152,2.433523,8.850304,0.465654
1703098102857459200,2.399058,8.847174,0.466717
1703098102865778176,2.396995,8.861730,0.466734
1703098102873964288,2.414601,8.859447,0.466264
1703098102882507520,2.354932,8.859759,0.466227
1703098102890661632,2.362460,8.836061,0.468491
1703098102899042560,2.412304,8.871309,0.466724
1703098102907373824,2.376960,8.912311,0.465850
1703098102932403968,2.370090,8.903501,0.465628
1703098102940651776,2.336414,8.918097,0.466783
1703098102957279488,2.298819,8.879760,0.468363
1703098102973920256,2.333817,8.947798,0.467682
1703098102990725376,2.311396,8.963304,0.466988
1703098103024107264,2.293403,8.908921,0.470289
1703098103040733184,2.297551,8.949524,0.468604
1703098103048962560,2.266077,9.014009,0.468625
1703098103057472000,2.346687,8.976211,0.469916
1703098103065643520,2.213289,9.051092,0.471197
1703098103074141184,2.259920,9.030643,0.470470
1703098103082368768,2.307026,9.035805,0.469981
1703098103090893312,2.286262,9.046424,0.469872
1703098103098919936,2.278491,9.068281,0.470223
1703098103107572480,2.264874,9.019832,0.471135
1703098103124056320,2.225814,9.103792,0.471119
1703098103140809216,2.226360,9.080419,0.473476
1703098103148942336,2.233827,9.047818,0.472012
1703098103157517824,2.266482,9.108793,0.473197
1703098103174096896,2.217296,9.161768,0.473892
1703098103190704128,2.225522,9.180755,0.474086
1703098103223977984,2.231206,9.184918,0.475866
1703098103232607232,2.160235,9.186916,0.475291
1703098103249175296,2.171867,9.194035,0.474564
1703098103257396736,2.201004,9.278606,0.476862
1703098103265725184,2.212504,9.295670,0.476403
1703098103274007552,2.185227,9.290851,0.476406
1703098103282540288,2.227972,9.270829,0.477003
1703098103290747136,2.170929,9.247151,0.478390
1703098103299124480,2.120457,9.312963,0.477843
1703098103307390976,2.222369,9.306678,0.476168
1703098103315791872,2.157488,9.315385,0.476858
1703098103324035328,2.158640,9.332987,0.477580
1703098103332413952,2.164893,9.360096,0.478882
1703098103349124096,2.142045,9.390408,0.479925
1703098103357463808,2.152776,9.426452,0.478631
1703098103365697792,2.154771,9.393831,0.478269
1703098103382353152,2.127589,9.413067,0.478957
1703098103391048192,2.130129,9.436256,0.478344
1703098103399011840,2.098413,9.409215,0.481239
1703098103407657984,2.140037,9.471256,0.479413
1703098103424196864,1.810838,9.491747,0.480019
1703098103440890624,1.172074,9.562842,0.481589
1703098103449008896,0.809241,9.646850,0.481845
1703098103457430528,0.475123,9.614324,0.482180
1703098103465662208,0.293228,9.576680,0.485056
1703098103474176000,0.068006,9.648914,0.485004
1703098103482336512,-0.102667,9.632787,0.488292
1703098103490756608,-0.201706,9.646048,0.488282
1703098103499056128,-0.280185,9.686257,0.491887
1703098103507472128,-0.345891,9.655987,0.490423
1703098103524060672,-0.430251,9.662891,0.496887
1703098103532484352,-0.426282,9.728012,0.497577
1703098103540753152,-0.448141,9.765114,0.499573
1703098103549202688,-0.456992,9.737687,0.500969
1703098103557415680,-0.464249,9.769149,0.503148
1703098103565972736,-0.538343,9.821843,0.506057
1703098103574024960,1.551323,9.846666,0.506755
1703098103582885376,2.106532,9.784222,0.506248
1703098103599290368,2.332214,9.767243,0.508101
1703098103607398656,2.460448,9.822954,0.507301
